postcode,In Use?,latitude,longitude,easting,northing,grid ref,county,district,ward,district code,ward code,country,county code,constituency,introduced,terminated,parish,national park,population,households,built up area,built up sub-division,lower layer super output area,rural/urban,region,altitude,london zone,LSOA code,local authority,MSOA code,middle layer super output area,parish code,census output area,constituency code,index of Multiple Deprivation,quality,user type,last updated
WC1N 1HN,Yes,51.524659,-0.126901,530042,182301,TQ300823,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",58,30,"Greater London","Camden","Camden 026C","Urban major conurbation",London,35,1,E01000852,,E02000191,"Camden 026",E43000197,E00004184,E14000750,14834,1,0,2018-08-21
WC1N 1HP,Yes,51.524889,-0.126632,530060,182327,TQ300823,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 025A","Urban major conurbation",London,34,1,E01000853,,E02000190,"Camden 025",E43000197,E00004182,E14000750,5767,1,0,2018-08-21
WC1N 1HQ,Yes,51.524358,-0.126625,530062,182268,TQ300822,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",55,29,"Greater London","Camden","Camden 026C","Urban major conurbation",London,36,1,E01000852,,E02000191,"Camden 026",E43000197,E00004184,E14000750,14834,1,0,2018-08-21
WC1N 1HT,Yes,51.523901,-0.125001,530176,182220,TQ301822,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 025A","Urban major conurbation",London,36,1,E01000853,,E02000190,"Camden 025",E43000197,E00004181,E14000750,5767,1,1,2018-08-21
WC1N 1HX,Yes,51.522923,-0.124579,530208,182112,TQ302821,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",1,1,"Greater London","Camden","Camden 028A","Urban major conurbation",London,37,1,E01000855,,E02000193,"Camden 028",E43000197,E00174664,E14000750,16377,1,0,2018-08-21
WC1N 1JA,Yes,51.522987,-0.123384,530291,182121,TQ302821,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",17,8,"Greater London","Camden","Camden 028A","Urban major conurbation",London,32,1,E01000855,,E02000193,"Camden 028",E43000197,E00174663,E14000750,16377,1,0,2018-08-21
WC1N 1JD,Yes,51.522793,-0.124354,530224,182098,TQ302820,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",1,1,"Greater London","Camden","Camden 028A","Urban major conurbation",London,36,1,E01000855,,E02000193,"Camden 028",E43000197,E00174663,E14000750,16377,1,0,2018-08-21
WC1N 1JE,Yes,51.523029,-0.123926,530253,182125,TQ302821,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",2001-06-01,,"Camden, unparished area","",11,8,"Greater London","Camden","Camden 028A","Urban major conurbation",London,34,1,E01000855,,E02000193,"Camden 028",E43000197,E00174664,E14000750,16377,1,0,2018-08-21
WC1N 1JF,Yes,51.524497,-0.125711,530125,182285,TQ301822,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",28,15,"Greater London","Camden","Camden 025A","Urban major conurbation",London,34,1,E01000853,,E02000190,"Camden 025",E43000197,E00004183,E14000750,5767,1,0,2018-08-21
WC1N 1JG,Yes,51.524514,-0.125653,530129,182287,TQ301822,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",23,15,"Greater London","Camden","Camden 025A","Urban major conurbation",London,34,1,E01000853,,E02000190,"Camden 025",E43000197,E00004183,E14000750,5767,1,0,2018-08-21
WC1N 1JH,Yes,51.524837,-0.12564,530129,182323,TQ301823,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",31,14,"Greater London","Camden","Camden 025A","Urban major conurbation",London,33,1,E01000853,,E02000190,"Camden 025",E43000197,E00004183,E14000750,5767,1,0,2018-08-21
WC1N 1JJ,Yes,51.524892,-0.125681,530126,182329,TQ301823,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",25,14,"Greater London","Camden","Camden 025A","Urban major conurbation",London,32,1,E01000853,,E02000190,"Camden 025",E43000197,E00004183,E14000750,5767,1,0,2018-08-21
WC1N 1JL,Yes,51.523147,-0.123446,530286,182139,TQ302821,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",2001-06-01,,"Camden, unparished area","",3,1,"Greater London","Camden","Camden 028A","Urban major conurbation",London,33,1,E01000855,,E02000193,"Camden 028",E43000197,E00174664,E14000750,16377,1,0,2018-08-21
WC1N 1JN,Yes,51.525086,-0.126047,530100,182350,TQ301823,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",31,14,"Greater London","Camden","Camden 025A","Urban major conurbation",London,32,1,E01000853,,E02000190,"Camden 025",E43000197,E00004182,E14000750,5767,1,0,2018-08-21
WC1N 1JP,Yes,51.52507,-0.12612,530095,182348,TQ300823,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",36,13,"Greater London","Camden","Camden 025A","Urban major conurbation",London,32,1,E01000853,,E02000190,"Camden 025",E43000197,E00004182,E14000750,5767,1,0,2018-08-21
WC1N 1JQ,Yes,51.523281,-0.122806,530330,182155,TQ303821,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",2001-06-01,,"Camden, unparished area","",4,3,"Greater London","Camden","Camden 028A","Urban major conurbation",London,31,1,E01000855,,E02000193,"Camden 028",E43000197,E00174663,E14000750,16377,1,0,2018-08-21
WC1N 1JS,Yes,51.524755,-0.126119,530096,182313,TQ300823,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",22,15,"Greater London","Camden","Camden 026C","Urban major conurbation",London,34,1,E01000852,,E02000191,"Camden 026",E43000197,E00004184,E14000750,14834,1,0,2018-08-21
WC1N 1JX,Yes,51.524709,-0.126077,530099,182308,TQ300823,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",25,13,"Greater London","Camden","Camden 026C","Urban major conurbation",London,34,1,E01000852,,E02000191,"Camden 026",E43000197,E00004184,E14000750,14834,1,0,2018-08-21
WC1N 1LA,Yes,51.5231,-0.125538,530141,182130,TQ301821,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",32,15,"Greater London","Camden","Camden 028A","Urban major conurbation",London,40,1,E01000855,,E02000193,"Camden 028",E43000197,E00174659,E14000750,16377,1,0,2018-08-21
WC1N 1LB,Yes,51.523176,-0.125261,530160,182139,TQ301821,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",1993-01-01,,"Camden, unparished area","",17,10,"Greater London","Camden","Camden 028A","Urban major conurbation",London,39,1,E01000855,,E02000193,"Camden 028",E43000197,E00174664,E14000750,16377,1,0,2018-08-21
WC1N 1LE,Yes,51.523357,-0.12472,530197,182160,TQ301821,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",1985-10-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 028A","Urban major conurbation",London,37,1,E01000855,,E02000193,"Camden 028",E43000197,E00174664,E14000750,16377,1,0,2018-08-21
WC1N 1LJ,Yes,51.522998,-0.124652,530203,182120,TQ302821,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",13,8,"Greater London","Camden","Camden 028A","Urban major conurbation",London,38,1,E01000855,,E02000193,"Camden 028",E43000197,E00174664,E14000750,16377,1,0,2018-08-21
WC1N 1LN,Yes,51.523257,-0.123571,530277,182151,TQ302821,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",67,64,"Greater London","Camden","Camden 028A","Urban major conurbation",London,33,1,E01000855,,E02000193,"Camden 028",E43000197,E00174664,E14000750,16377,1,0,2018-08-21
WC1N 1LT,Yes,51.523375,-0.123033,530314,182165,TQ303821,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",39,36,"Greater London","Camden","Camden 028A","Urban major conurbation",London,32,1,E01000855,,E02000193,"Camden 028",E43000197,E00174663,E14000750,16377,1,0,2018-08-21
WC1N 1LX,Yes,51.523485,-0.122625,530342,182178,TQ303821,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",41,24,"Greater London","Camden","Camden 028A","Urban major conurbation",London,31,1,E01000855,,E02000193,"Camden 028",E43000197,E00174663,E14000750,16377,1,0,2018-08-21
WC1N 1LY,Yes,51.523191,-0.122219,530371,182146,TQ303821,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",2000-06-01,,"Camden, unparished area","",28,11,"Greater London","Camden","Camden 028A","Urban major conurbation",London,29,1,E01000855,,E02000193,"Camden 028",E43000197,E00174662,E14000750,16377,1,0,2018-08-21
WC1N 1LZ,Yes,51.523302,-0.122289,530366,182158,TQ303821,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 028A","Urban major conurbation",London,30,1,E01000855,,E02000193,"Camden 028",E43000197,E00174663,E14000750,16377,1,0,2018-08-21
WC1N 1NJ,Yes,51.525175,-0.124833,530184,182362,TQ301823,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",1985-04-01,,"Camden, unparished area","",11,5,"Greater London","Camden","Camden 025A","Urban major conurbation",London,31,1,E01000853,,E02000190,"Camden 025",E43000197,E00004180,E14000750,5767,1,0,2018-08-21
WC1N 1NL,Yes,51.525328,-0.124827,530184,182379,TQ301823,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",1993-01-01,,"Camden, unparished area","",26,10,"Greater London","Camden","Camden 025A","Urban major conurbation",London,31,1,E01000853,,E02000190,"Camden 025",E43000197,E00004180,E14000750,5767,1,0,2018-08-21
WC1N 1NN,Yes,51.525455,-0.124893,530179,182393,TQ301823,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",1985-04-01,,"Camden, unparished area","",19,10,"Greater London","Camden","Camden 025A","Urban major conurbation",London,31,1,E01000853,,E02000190,"Camden 025",E43000197,E00004175,E14000750,5767,1,0,2018-08-21
WC1N 1NP,Yes,51.52548,-0.124229,530225,182397,TQ302823,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",4,1,"Greater London","Camden","Camden 025A","Urban major conurbation",London,31,1,E01000853,,E02000190,"Camden 025",E43000197,E00004180,E14000750,5767,1,0,2018-08-21
WC1N 1NX,Yes,51.524812,-0.123493,530278,182324,TQ302823,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",1992-08-01,,"Camden, unparished area","",81,51,"Greater London","Camden","Camden 025A","Urban major conurbation",London,33,1,E01000853,,E02000190,"Camden 025",E43000197,E00004179,E14000750,5767,1,0,2018-08-21
WC1N 1NY,Yes,51.524812,-0.123493,530278,182324,TQ302823,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",1992-08-01,,"Camden, unparished area","",56,34,"Greater London","Camden","Camden 025A","Urban major conurbation",London,33,1,E01000853,,E02000190,"Camden 025",E43000197,E00004179,E14000750,5767,1,0,2018-08-21
WC1N 1NZ,Yes,51.524812,-0.123493,530278,182324,TQ302823,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",1992-08-01,,"Camden, unparished area","",103,60,"Greater London","Camden","Camden 025A","Urban major conurbation",London,33,1,E01000853,,E02000190,"Camden 025",E43000197,E00004179,E14000750,5767,1,0,2018-08-21
WC1N 1PA,Yes,51.525479,-0.122485,530346,182400,TQ303823,"Greater London","Camden","King's Cross",E09000007,E05000141,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",77,22,"Greater London","Camden","Camden 025B","Urban major conurbation",London,30,1,E01000937,,E02000190,"Camden 025",E43000197,E00174665,E14000750,14974,1,0,2018-08-21
WC1N 1PB,Yes,51.525439,-0.122804,530324,182395,TQ303823,"Greater London","Camden","King's Cross",E09000007,E05000141,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",25,12,"Greater London","Camden","Camden 025B","Urban major conurbation",London,31,1,E01000937,,E02000190,"Camden 025",E43000197,E00174679,E14000750,14974,1,0,2018-08-21
WC1N 1PD,Yes,51.525671,-0.123256,530292,182420,TQ302824,"Greater London","Camden","King's Cross",E09000007,E05000141,England,E11000009,"Holborn and St Pancras",2000-12-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 025B","Urban major conurbation",London,31,1,E01000937,,E02000190,"Camden 025",E43000197,E00174665,E14000750,14974,1,0,2018-08-21
WC1N 1PE,Yes,51.525336,-0.123082,530305,182383,TQ303823,"Greater London","Camden","King's Cross",E09000007,E05000141,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",22,13,"Greater London","Camden","Camden 025B","Urban major conurbation",London,32,1,E01000937,,E02000190,"Camden 025",E43000197,E00174665,E14000750,14974,1,0,2018-08-21
WC1N 1PF,Yes,51.52581,-0.122356,530354,182437,TQ303824,"Greater London","Camden","King's Cross",E09000007,E05000141,England,E11000009,"Holborn and St Pancras",2000-12-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 025B","Urban major conurbation",London,29,1,E01000937,,E02000190,"Camden 025",E43000197,E00174665,E14000750,14974,1,0,2018-08-21
WC1N 1PG,Yes,51.526002,-0.122409,530350,182458,TQ303824,"Greater London","Camden","King's Cross",E09000007,E05000141,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 025B","Urban major conurbation",London,29,1,E01000937,,E02000190,"Camden 025",E43000197,E00004678,E14000750,14974,1,0,2018-08-21
WC1N 1PH,Yes,51.525529,-0.122238,530363,182406,TQ303824,"Greater London","Camden","King's Cross",E09000007,E05000141,England,E11000009,"Holborn and St Pancras",1993-01-01,,"Camden, unparished area","",3,2,"Greater London","Camden","Camden 025B","Urban major conurbation",London,29,1,E01000937,,E02000190,"Camden 025",E43000197,E00174665,E14000750,14974,1,0,2018-08-21
WC1N 1PJ,Yes,51.525971,-0.122854,530319,182454,TQ303824,"Greater London","Camden","King's Cross",E09000007,E05000141,England,E11000009,"Holborn and St Pancras",1986-07-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 025B","Urban major conurbation",London,30,1,E01000937,,E02000190,"Camden 025",E43000197,E00174665,E14000750,14974,1,1,2018-08-21
WC1N 1QE,Yes,51.523832,-0.124095,530239,182214,TQ302822,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",1992-08-01,,"Camden, unparished area","",81,45,"Greater London","Camden","Camden 025A","Urban major conurbation",London,35,1,E01000853,,E02000190,"Camden 025",E43000197,E00004181,E14000750,5767,1,0,2018-08-21
WC1N 1QF,Yes,51.523832,-0.124095,530239,182214,TQ302822,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",1992-08-01,,"Camden, unparished area","",99,58,"Greater London","Camden","Camden 025A","Urban major conurbation",London,35,1,E01000853,,E02000190,"Camden 025",E43000197,E00004181,E14000750,5767,1,0,2018-08-21
WC1N 1QG,Yes,51.523832,-0.124095,530239,182214,TQ302822,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",1992-08-01,,"Camden, unparished area","",81,43,"Greater London","Camden","Camden 025A","Urban major conurbation",London,35,1,E01000853,,E02000190,"Camden 025",E43000197,E00004181,E14000750,5767,1,0,2018-08-21
WC1N 1RE,Yes,51.525421,-0.125616,530129,182388,TQ301823,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",2000-12-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 025A","Urban major conurbation",London,31,1,E01000853,,E02000190,"Camden 025",E43000197,E00004180,E14000750,5767,1,1,2018-08-21
WC1N 2AA,Yes,51.524511,-0.117061,530725,182302,TQ307823,"Greater London","Camden","King's Cross",E09000007,E05000141,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",81,32,"Greater London","Camden","Camden 024A","Urban major conurbation",London,28,1,E01000936,,E02000189,"Camden 024",E43000197,E00004655,E14000750,9789,1,0,2018-08-21
WC1N 2AB,Yes,51.5245,-0.118071,530655,182299,TQ306822,"Greater London","Camden","King's Cross",E09000007,E05000141,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",138,0,"Greater London","Camden","Camden 024A","Urban major conurbation",London,29,1,E01000936,,E02000189,"Camden 024",E43000197,E00004655,E14000750,9789,1,1,2018-08-21
WC1N 2AD,Yes,51.525012,-0.117444,530697,182357,TQ306823,"Greater London","Camden","King's Cross",E09000007,E05000141,England,E11000009,"Holborn and St Pancras",1985-10-01,,"Camden, unparished area","",67,28,"Greater London","Camden","Camden 024A","Urban major conurbation",London,28,1,E01000936,,E02000189,"Camden 024",E43000197,E00004655,E14000750,9789,1,0,2018-08-21
WC1N 2AF,Yes,51.525763,-0.117774,530672,182440,TQ306824,"Greater London","Camden","King's Cross",E09000007,E05000141,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",19,15,"Greater London","Camden","Camden 024D","Urban major conurbation",London,26,1,E01000940,,E02000189,"Camden 024",E43000197,E00004656,E14000750,10345,1,0,2018-08-21
WC1N 2AH,Yes,51.526201,-0.118174,530643,182488,TQ306824,"Greater London","Camden","King's Cross",E09000007,E05000141,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",39,27,"Greater London","Camden","Camden 024D","Urban major conurbation",London,25,1,E01000940,,E02000189,"Camden 024",E43000197,E00004656,E14000750,10345,1,0,2018-08-21
WC1N 2AJ,Yes,51.525754,-0.119446,530556,182436,TQ305824,"Greater London","Camden","King's Cross",E09000007,E05000141,England,E11000009,"Holborn and St Pancras",1981-06-01,,"Camden, unparished area","",41,18,"Greater London","Camden","Camden 024D","Urban major conurbation",London,26,1,E01000940,,E02000189,"Camden 024",E43000197,E00004656,E14000750,10345,1,0,2018-08-21
WC1N 2AL,Yes,51.526574,-0.118447,530623,182529,TQ306825,"Greater London","Camden","King's Cross",E09000007,E05000141,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",18,11,"Greater London","Camden","Camden 024D","Urban major conurbation",London,25,1,E01000940,,E02000189,"Camden 024",E43000197,E00004677,E14000750,10345,1,0,2018-08-21
WC1N 2AN,Yes,51.525914,-0.118733,530605,182455,TQ306824,"Greater London","Camden","King's Cross",E09000007,E05000141,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",303,173,"Greater London","Camden","Camden 024D","Urban major conurbation",London,25,1,E01000940,,E02000189,"Camden 024",E43000197,E00004656,E14000750,10345,1,1,2018-08-21
WC1N 2AP,Yes,51.525133,-0.119414,530560,182367,TQ305823,"Greater London","Camden","King's Cross",E09000007,E05000141,England,E11000009,"Holborn and St Pancras",1993-01-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 025B","Urban major conurbation",London,28,1,E01000937,,E02000190,"Camden 025",E43000197,E00174679,E14000750,14974,1,0,2018-08-21
WC1N 2AT,Yes,51.521688,-0.115405,530848,181991,TQ308819,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1985-10-01,,"Camden, unparished area","",9,3,"Greater London","Camden","Camden 027D","Urban major conurbation",London,28,1,E01000920,,E02000192,"Camden 027",E43000197,E00174675,E14000750,14970,1,0,2018-08-21
WC1N 2AY,Yes,51.524181,-0.118343,530637,182263,TQ306822,"Greater London","Camden","King's Cross",E09000007,E05000141,England,E11000009,"Holborn and St Pancras",1995-07-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 024A","Urban major conurbation",London,29,1,E01000936,,E02000189,"Camden 024",E43000197,E00004655,E14000750,9789,1,1,2018-08-21
WC1N 2BF,Yes,51.522761,-0.116196,530790,182109,TQ307821,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",2000-12-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 027D","Urban major conurbation",London,28,1,E01000920,,E02000192,"Camden 027",E43000197,E00174675,E14000750,14970,1,0,2018-08-21
WC1N 2BG,Yes,51.522397,-0.11588,530813,182069,TQ308820,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",2000-12-01,,"Camden, unparished area","",3,3,"Greater London","Camden","Camden 027D","Urban major conurbation",London,28,1,E01000920,,E02000192,"Camden 027",E43000197,E00004532,E14000750,14970,1,0,2018-08-21
WC1N 2BH,Yes,51.522351,-0.115824,530817,182064,TQ308820,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",2000-12-01,,"Camden, unparished area","",4,1,"Greater London","Camden","Camden 027D","Urban major conurbation",London,28,1,E01000920,,E02000192,"Camden 027",E43000197,E00004532,E14000750,14970,1,0,2018-08-21
WC1N 2BL,Yes,51.52215,-0.11566,530829,182042,TQ308820,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",10,8,"Greater London","Camden","Camden 027D","Urban major conurbation",London,28,1,E01000920,,E02000192,"Camden 027",E43000197,E00174675,E14000750,14970,1,0,2018-08-21
WC1N 2BS,Yes,51.522314,-0.115783,530820,182060,TQ308820,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",2000-12-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 027D","Urban major conurbation",London,28,1,E01000920,,E02000192,"Camden 027",E43000197,E00004532,E14000750,14970,1,0,2018-08-21
WC1N 2BW,Yes,51.522268,-0.115712,530825,182055,TQ308820,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",2000-12-01,,"Camden, unparished area","",4,1,"Greater London","Camden","Camden 027D","Urban major conurbation",London,28,1,E01000920,,E02000192,"Camden 027",E43000197,E00004532,E14000750,14970,1,0,2018-08-21
WC1N 2BX,Yes,51.522205,-0.115686,530827,182048,TQ308820,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",2000-12-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 027D","Urban major conurbation",London,28,1,E01000920,,E02000192,"Camden 027",E43000197,E00174675,E14000750,14970,1,0,2018-08-21
WC1N 2BY,Yes,51.522433,-0.115922,530810,182073,TQ308820,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",2000-12-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 027D","Urban major conurbation",London,28,1,E01000920,,E02000192,"Camden 027",E43000197,E00004532,E14000750,14970,1,0,2018-08-21
WC1N 2DE,Yes,51.52257,-0.115455,530842,182089,TQ308820,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",2000-12-01,,"Camden, unparished area","",4,1,"Greater London","Camden","Camden 027D","Urban major conurbation",London,28,1,E01000920,,E02000192,"Camden 027",E43000197,E00004532,E14000750,14970,1,0,2018-08-21
WC1N 2DG,Yes,51.521957,-0.116489,530772,182019,TQ307820,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",2002-06-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 027D","Urban major conurbation",London,28,1,E01000920,,E02000192,"Camden 027",E43000197,E00174675,E14000750,14970,1,0,2018-08-21
WC1N 2DL,Yes,51.522679,-0.115522,530837,182101,TQ308821,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",5,1,"Greater London","Camden","Camden 027D","Urban major conurbation",London,28,1,E01000920,,E02000192,"Camden 027",E43000197,E00004532,E14000750,14970,1,0,2018-08-21
WC1N 2EB,Yes,51.522259,-0.115165,530863,182055,TQ308820,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",2,1,"Greater London","Camden","Camden 027D","Urban major conurbation",London,28,1,E01000920,,E02000192,"Camden 027",E43000197,E00174671,E14000750,14970,1,0,2018-08-21
WC1N 2ED,Yes,51.522351,-0.115276,530855,182065,TQ308820,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",2000-12-01,,"Camden, unparished area","",2,1,"Greater London","Camden","Camden 027D","Urban major conurbation",London,28,1,E01000920,,E02000192,"Camden 027",E43000197,E00004532,E14000750,14970,1,0,2018-08-21
WC1N 2ES,Yes,51.521605,-0.114731,530895,181983,TQ308819,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",44,17,"Greater London","Camden","Camden 027D","Urban major conurbation",London,28,1,E01000920,,E02000192,"Camden 027",E43000197,E00174675,E14000750,14970,1,0,2018-08-21
WC1N 2HY,Yes,51.521699,-0.114283,530926,181994,TQ309819,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",2000-12-01,,"Camden, unparished area","",3,2,"Greater London","Camden","Camden 027D","Urban major conurbation",London,28,1,E01000920,,E02000192,"Camden 027",E43000197,E00174674,E14000750,14970,1,0,2018-08-21
WC1N 2HZ,Yes,51.522045,-0.114543,530907,182032,TQ309820,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",2000-12-01,,"Camden, unparished area","",3,2,"Greater London","Camden","Camden 027D","Urban major conurbation",London,28,1,E01000920,,E02000192,"Camden 027",E43000197,E00174674,E14000750,14970,1,0,2018-08-21
WC1N 2JA,Yes,51.521552,-0.114272,530927,181978,TQ309819,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 027D","Urban major conurbation",London,28,1,E01000920,,E02000192,"Camden 027",E43000197,E00174674,E14000750,14970,1,0,2018-08-21
