postcode,In Use?,latitude,longitude,easting,northing,grid ref,county,district,ward,district code,ward code,country,county code,constituency,introduced,terminated,parish,national park,population,households,built up area,built up sub-division,lower layer super output area,rural/urban,region,altitude,london zone,LSOA code,local authority,MSOA code,middle layer super output area,parish code,census output area,constituency code,index of Multiple Deprivation,quality,user type,last updated
EC1P 1ZR,Yes,51.524565,-0.112042,531073,182317,TQ310823,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",2005-10-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022F","Urban major conurbation",London,30,1,E01002726,,E02000575,"Islington 022",E43000209,E00013578,E14000764,8742,1,1,2018-08-21
EC1P 1ZT,Yes,51.524565,-0.112042,531073,182317,TQ310823,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",2005-10-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022F","Urban major conurbation",London,30,1,E01002726,,E02000575,"Islington 022",E43000209,E00013578,E14000764,8742,1,1,2018-08-21
EC1P 1ZU,Yes,51.524565,-0.112042,531073,182317,TQ310823,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",2005-10-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022F","Urban major conurbation",London,30,1,E01002726,,E02000575,"Islington 022",E43000209,E00013578,E14000764,8742,1,1,2018-08-21
EC1P 1ZW,Yes,51.524565,-0.112042,531073,182317,TQ310823,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",2005-10-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022F","Urban major conurbation",London,30,1,E01002726,,E02000575,"Islington 022",E43000209,E00013578,E14000764,8742,1,1,2018-08-21
EC1P 1ZX,Yes,51.524565,-0.112042,531073,182317,TQ310823,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",2005-10-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022F","Urban major conurbation",London,30,1,E01002726,,E02000575,"Islington 022",E43000209,E00013578,E14000764,8742,1,1,2018-08-21
EC1P 1ZY,Yes,51.524565,-0.112042,531073,182317,TQ310823,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",2005-10-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022F","Urban major conurbation",London,30,1,E01002726,,E02000575,"Islington 022",E43000209,E00013578,E14000764,8742,1,1,2018-08-21
EC1P 1ZZ,Yes,51.524565,-0.112042,531073,182317,TQ310823,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",2010-11-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022F","Urban major conurbation",London,30,1,E01002726,,E02000575,"Islington 022",E43000209,E00013578,E14000764,8742,1,1,2018-08-21
EC1R 0AA,Yes,51.523208,-0.106379,531470,182176,TQ314821,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1980-01-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022D","Urban major conurbation",London,22,1,E01002724,,E02000575,"Islington 022",E43000209,E00013548,E14000764,17721,1,0,2018-08-21
EC1R 0AB,Yes,51.526902,-0.1053,531534,182589,TQ315825,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",2004-11-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022E","Urban major conurbation",London,26,1,E01002725,,E02000575,"Islington 022",E43000209,E00013569,E14000764,6778,1,0,2018-08-21
EC1R 0AE,Yes,51.527063,-0.105221,531539,182607,TQ315826,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1983-01-01,,"Islington, unparished area","",20,16,"Greater London","Islington","Islington 022E","Urban major conurbation",London,26,1,E01002725,,E02000575,"Islington 022",E43000209,E00013569,E14000764,6778,1,0,2018-08-21
EC1R 0AF,Yes,51.524661,-0.105148,531551,182340,TQ315823,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",2009-11-01,,"Islington, unparished area","",16,9,"Greater London","Islington","Islington 022E","Urban major conurbation",London,24,1,E01002725,,E02000575,"Islington 022",E43000209,E00013579,E14000764,6778,1,0,2018-08-21
EC1R 0AG,Yes,51.523904,-0.106722,531444,182253,TQ314822,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1998-12-01,,"Islington, unparished area","",3,2,"Greater London","Islington","Islington 022D","Urban major conurbation",London,24,1,E01002724,,E02000575,"Islington 022",E43000209,E00013548,E14000764,17721,1,0,2018-08-21
EC1R 0AJ,Yes,51.523705,-0.106502,531460,182231,TQ314822,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1992-08-01,,"Islington, unparished area","",15,11,"Greater London","Islington","Islington 022D","Urban major conurbation",London,23,1,E01002724,,E02000575,"Islington 022",E43000209,E00013547,E14000764,17721,1,0,2018-08-21
EC1R 0AL,Yes,51.523868,-0.106161,531483,182250,TQ314822,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1980-01-01,,"Islington, unparished area","",12,7,"Greater London","Islington","Islington 022D","Urban major conurbation",London,24,1,E01002724,,E02000575,"Islington 022",E43000209,E00013547,E14000764,17721,1,0,2018-08-21
EC1R 0AN,Yes,51.523047,-0.106584,531456,182158,TQ314821,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1998-12-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022D","Urban major conurbation",London,21,1,E01002724,,E02000575,"Islington 022",E43000209,E00013548,E14000764,17721,1,0,2018-08-21
EC1R 0AP,Yes,51.524223,-0.105353,531538,182291,TQ315822,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1980-01-01,,"Islington, unparished area","",21,12,"Greater London","Islington","Islington 022D","Urban major conurbation",London,24,1,E01002724,,E02000575,"Islington 022",E43000209,E00013547,E14000764,17721,1,0,2018-08-21
EC1R 0AS,Yes,51.524418,-0.106127,531484,182311,TQ314823,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1998-12-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022D","Urban major conurbation",London,24,1,E01002724,,E02000575,"Islington 022",E43000209,E00013547,E14000764,17721,1,0,2018-08-21
EC1R 0AT,Yes,51.5241,-0.106598,531452,182275,TQ314822,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1980-01-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022D","Urban major conurbation",London,24,1,E01002724,,E02000575,"Islington 022",E43000209,E00013548,E14000764,17721,1,0,2018-08-21
EC1R 0AU,Yes,51.524211,-0.106248,531476,182288,TQ314822,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1980-01-01,,"Islington, unparished area","",2,1,"Greater London","Islington","Islington 022D","Urban major conurbation",London,24,1,E01002724,,E02000575,"Islington 022",E43000209,E00013547,E14000764,17721,1,0,2018-08-21
EC1R 0AW,Yes,51.524051,-0.106257,531476,182270,TQ314822,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1998-12-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022D","Urban major conurbation",London,24,1,E01002724,,E02000575,"Islington 022",E43000209,E00013547,E14000764,17721,1,0,2018-08-21
EC1R 0AY,Yes,51.524094,-0.107236,531408,182273,TQ314822,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1980-01-01,,"Islington, unparished area","",52,19,"Greater London","Islington","Islington 022D","Urban major conurbation",London,24,1,E01002724,,E02000575,"Islington 022",E43000209,E00013548,E14000764,17721,1,0,2018-08-21
EC1R 0AZ,Yes,51.52382,-0.106538,531457,182244,TQ314822,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1998-12-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022D","Urban major conurbation",London,24,1,E01002724,,E02000575,"Islington 022",E43000209,E00013547,E14000764,17721,1,0,2018-08-21
EC1R 0BA,Yes,51.524214,-0.108669,531308,182284,TQ313822,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1992-08-01,,"Islington, unparished area","",41,18,"Greater London","Islington","Islington 022F","Urban major conurbation",London,25,1,E01002726,,E02000575,"Islington 022",E43000209,E00013578,E14000764,8742,1,0,2018-08-21
EC1R 0BB,Yes,51.524172,-0.107593,531383,182281,TQ313822,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1980-01-01,,"Islington, unparished area","",2,1,"Greater London","Islington","Islington 022D","Urban major conurbation",London,25,1,E01002724,,E02000575,"Islington 022",E43000209,E00013548,E14000764,17721,1,0,2018-08-21
EC1R 0BD,Yes,51.524097,-0.108112,531347,182272,TQ313822,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1980-01-01,,"Islington, unparished area","",30,15,"Greater London","Islington","Islington 022D","Urban major conurbation",London,24,1,E01002724,,E02000575,"Islington 022",E43000209,E00013546,E14000764,17721,1,0,2018-08-21
EC1R 0BE,Yes,51.523973,-0.104874,531572,182264,TQ315822,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",2002-10-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022D","Urban major conurbation",London,25,1,E01002724,,E02000575,"Islington 022",E43000209,E00013547,E14000764,17721,1,0,2018-08-21
EC1R 0BF,Yes,51.524342,-0.109342,531261,182297,TQ312822,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1997-06-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022F","Urban major conurbation",London,26,1,E01002726,,E02000575,"Islington 022",E43000209,E00013578,E14000764,8742,1,0,2018-08-21
EC1R 0BG,Yes,51.524385,-0.107581,531383,182305,TQ313823,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1998-12-01,,"Islington, unparished area","",5,2,"Greater London","Islington","Islington 022D","Urban major conurbation",London,25,1,E01002724,,E02000575,"Islington 022",E43000209,E00013546,E14000764,17721,1,0,2018-08-21
EC1R 0BH,Yes,51.524598,-0.106808,531436,182330,TQ314823,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",2009-01-01,,"Islington, unparished area","",8,7,"Greater London","Islington","Islington 022D","Urban major conurbation",London,25,1,E01002724,,E02000575,"Islington 022",E43000209,E00013548,E14000764,17721,1,0,2018-08-21
EC1R 0BJ,Yes,51.524437,-0.107997,531354,182310,TQ313823,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1980-01-01,,"Islington, unparished area","",1,1,"Greater London","Islington","Islington 022D","Urban major conurbation",London,25,1,E01002724,,E02000575,"Islington 022",E43000209,E00013548,E14000764,17721,1,0,2018-08-21
EC1R 0BN,Yes,51.526741,-0.105321,531533,182571,TQ315825,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1980-01-01,,"Islington, unparished area","",5,4,"Greater London","Islington","Islington 022E","Urban major conurbation",London,26,1,E01002725,,E02000575,"Islington 022",E43000209,E00013569,E14000764,6778,1,0,2018-08-21
EC1R 0BP,Yes,51.527012,-0.105425,531525,182601,TQ315826,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1980-01-01,,"Islington, unparished area","",9,7,"Greater London","Islington","Islington 022E","Urban major conurbation",London,26,1,E01002725,,E02000575,"Islington 022",E43000209,E00013569,E14000764,6778,1,0,2018-08-21
EC1R 0BQ,Yes,51.524524,-0.107244,531406,182321,TQ314823,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1998-12-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022D","Urban major conurbation",London,25,1,E01002724,,E02000575,"Islington 022",E43000209,E00013546,E14000764,17721,1,0,2018-08-21
EC1R 0BR,Yes,51.527138,-0.105968,531487,182614,TQ314826,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1980-01-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022E","Urban major conurbation",London,27,1,E01002725,,E02000575,"Islington 022",E43000209,E00013569,E14000764,6778,1,0,2018-08-21
EC1R 0BS,Yes,51.526012,-0.105308,531536,182490,TQ315824,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1980-01-01,,"Islington, unparished area","",92,52,"Greater London","Islington","Islington 022E","Urban major conurbation",London,25,1,E01002725,,E02000575,"Islington 022",E43000209,E00013579,E14000764,6778,1,0,2018-08-21
EC1R 0BU,Yes,51.524097,-0.108112,531347,182272,TQ313822,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1998-12-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022D","Urban major conurbation",London,24,1,E01002724,,E02000575,"Islington 022",E43000209,E00013546,E14000764,17721,1,0,2018-08-21
EC1R 0BW,Yes,51.523984,-0.108347,531331,182259,TQ313822,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1998-12-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022D","Urban major conurbation",London,24,1,E01002724,,E02000575,"Islington 022",E43000209,E00013546,E14000764,17721,1,0,2018-08-21
EC1R 0DB,Yes,51.523279,-0.104225,531619,182188,TQ316821,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1980-01-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022D","Urban major conurbation",London,26,1,E01002724,,E02000575,"Islington 022",E43000209,E00013549,E14000764,17721,1,0,2018-08-21
EC1R 0DE,Yes,51.523175,-0.10446,531603,182176,TQ316821,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1980-01-01,,"Islington, unparished area","",11,7,"Greater London","Islington","Islington 022D","Urban major conurbation",London,26,1,E01002724,,E02000575,"Islington 022",E43000209,E00013549,E14000764,17721,1,0,2018-08-21
EC1R 0DF,Yes,51.52545,-0.108373,531325,182422,TQ313824,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",2010-06-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022F","Urban major conurbation",London,26,1,E01002726,,E02000575,"Islington 022",E43000209,E00013572,E14000764,8742,1,0,2018-08-21
EC1R 0DG,Yes,51.523864,-0.103584,531662,182254,TQ316822,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",2011-08-01,,"Islington, unparished area","",1,1,"Greater London","Islington","Islington 022D","Urban major conurbation",London,26,1,E01002724,,E02000575,"Islington 022",E43000209,E00013547,E14000764,17721,1,0,2018-08-21
EC1R 0DP,Yes,51.522745,-0.104971,531569,182127,TQ315821,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1980-01-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022D","Urban major conurbation",London,25,1,E01002724,,E02000575,"Islington 022",E43000209,E00013549,E14000764,17721,1,0,2018-08-21
EC1R 0DR,Yes,51.523656,-0.103463,531671,182231,TQ316822,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1987-04-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022D","Urban major conurbation",London,26,1,E01002724,,E02000575,"Islington 022",E43000209,E00013547,E14000764,17721,1,0,2018-08-21
EC1R 0DS,Yes,51.523789,-0.107854,531366,182238,TQ313822,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1980-01-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022D","Urban major conurbation",London,24,1,E01002724,,E02000575,"Islington 022",E43000209,E00013546,E14000764,17721,1,0,2018-08-21
EC1R 0DU,Yes,51.523043,-0.105636,531522,182159,TQ315821,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1980-01-01,,"Islington, unparished area","",23,13,"Greater London","Islington","Islington 022D","Urban major conurbation",London,22,1,E01002724,,E02000575,"Islington 022",E43000209,E00013548,E14000764,17721,1,0,2018-08-21
EC1R 0DW,Yes,51.523647,-0.108059,531352,182222,TQ313822,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",2000-06-01,,"Islington, unparished area","",22,13,"Greater London","Islington","Islington 022D","Urban major conurbation",London,24,1,E01002724,,E02000575,"Islington 022",E43000209,E00013546,E14000764,17721,1,0,2018-08-21
EC1R 0DX,Yes,51.522462,-0.1053,531547,182095,TQ315820,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1998-12-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022D","Urban major conurbation",London,24,1,E01002724,,E02000575,"Islington 022",E43000209,E00013549,E14000764,17721,1,0,2018-08-21
EC1R 0DY,Yes,51.5232,-0.105987,531497,182176,TQ314821,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1980-01-01,,"Islington, unparished area","",25,20,"Greater London","Islington","Islington 022D","Urban major conurbation",London,22,1,E01002724,,E02000575,"Islington 022",E43000209,E00013548,E14000764,17721,1,0,2018-08-21
EC1R 0EA,Yes,51.523353,-0.105462,531533,182194,TQ315821,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1980-01-01,,"Islington, unparished area","",4,3,"Greater London","Islington","Islington 022D","Urban major conurbation",London,24,1,E01002724,,E02000575,"Islington 022",E43000209,E00013549,E14000764,17721,1,0,2018-08-21
EC1R 0EB,Yes,51.523649,-0.10414,531624,182229,TQ316822,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1980-01-01,,"Islington, unparished area","",1,1,"Greater London","Islington","Islington 022D","Urban major conurbation",London,26,1,E01002724,,E02000575,"Islington 022",E43000209,E00013549,E14000764,17721,1,0,2018-08-21
EC1R 0EG,Yes,51.52325,-0.105206,531551,182183,TQ315821,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1998-12-01,,"Islington, unparished area","",2,1,"Greater London","Islington","Islington 022D","Urban major conurbation",London,25,1,E01002724,,E02000575,"Islington 022",E43000209,E00013549,E14000764,17721,1,0,2018-08-21
EC1R 0EH,Yes,51.5243,-0.10339,531674,182303,TQ316823,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1998-12-01,,"Islington, unparished area","",10,7,"Greater London","Islington","Islington 022D","Urban major conurbation",London,26,1,E01002724,,E02000575,"Islington 022",E43000209,E00013547,E14000764,17721,1,0,2018-08-21
EC1R 0EQ,Yes,51.523883,-0.104301,531612,182255,TQ316822,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1980-01-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022D","Urban major conurbation",London,26,1,E01002724,,E02000575,"Islington 022",E43000209,E00013547,E14000764,17721,1,0,2018-08-21
EC1R 0ET,Yes,51.523915,-0.103492,531668,182260,TQ316822,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",2012-06-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022D","Urban major conurbation",London,26,1,E01002724,,E02000575,"Islington 022",E43000209,E00013547,E14000764,17721,1,0,2018-08-21
EC1R 0EU,Yes,51.52406,-0.103573,531662,182276,TQ316822,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1980-01-01,,"Islington, unparished area","",12,6,"Greater London","Islington","Islington 022D","Urban major conurbation",London,26,1,E01002724,,E02000575,"Islington 022",E43000209,E00013547,E14000764,17721,1,0,2018-08-21
EC1R 0EX,Yes,51.524088,-0.10422,531617,182278,TQ316822,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1980-01-01,,"Islington, unparished area","",2,1,"Greater London","Islington","Islington 022D","Urban major conurbation",London,26,1,E01002724,,E02000575,"Islington 022",E43000209,E00013547,E14000764,17721,1,0,2018-08-21
EC1R 0HA,Yes,51.523994,-0.104498,531598,182267,TQ315822,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1980-01-01,,"Islington, unparished area","",23,15,"Greater London","Islington","Islington 022D","Urban major conurbation",London,26,1,E01002724,,E02000575,"Islington 022",E43000209,E00013547,E14000764,17721,1,0,2018-08-21
EC1R 0HB,Yes,51.525055,-0.107265,531403,182380,TQ314823,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1984-10-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022D","Urban major conurbation",London,25,1,E01002724,,E02000575,"Islington 022",E43000209,E00013548,E14000764,17721,1,1,2018-08-21
EC1R 0HD,Yes,51.524366,-0.104728,531581,182308,TQ315823,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1980-01-01,,"Islington, unparished area","",17,8,"Greater London","Islington","Islington 022D","Urban major conurbation",London,25,1,E01002724,,E02000575,"Islington 022",E43000209,E00013547,E14000764,17721,1,0,2018-08-21
EC1R 0HF,Yes,51.524453,-0.105099,531555,182317,TQ315823,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1998-12-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022E","Urban major conurbation",London,24,1,E01002725,,E02000575,"Islington 022",E43000209,E00013579,E14000764,6778,1,0,2018-08-21
EC1R 0HH,Yes,51.524873,-0.104389,531603,182365,TQ316823,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1980-01-01,,"Islington, unparished area","",40,21,"Greater London","Islington","Islington 022D","Urban major conurbation",London,25,1,E01002724,,E02000575,"Islington 022",E43000209,E00013547,E14000764,17721,1,0,2018-08-21
EC1R 0HL,Yes,51.525282,-0.104661,531583,182410,TQ315824,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1980-01-01,,"Islington, unparished area","",35,13,"Greater London","Islington","Islington 022E","Urban major conurbation",London,24,1,E01002725,,E02000575,"Islington 022",E43000209,E00013579,E14000764,6778,1,0,2018-08-21
EC1R 0HP,Yes,51.525145,-0.10507,531555,182394,TQ315823,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1980-01-01,,"Islington, unparished area","",36,20,"Greater London","Islington","Islington 022E","Urban major conurbation",London,23,1,E01002725,,E02000575,"Islington 022",E43000209,E00013579,E14000764,6778,1,0,2018-08-21
EC1R 0HR,Yes,51.525488,-0.105157,531548,182432,TQ315824,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1980-01-01,,"Islington, unparished area","",20,14,"Greater London","Islington","Islington 022E","Urban major conurbation",London,24,1,E01002725,,E02000575,"Islington 022",E43000209,E00013579,E14000764,6778,1,0,2018-08-21
EC1R 0HU,Yes,51.525569,-0.107402,531392,182437,TQ313824,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1980-01-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022D","Urban major conurbation",London,26,1,E01002724,,E02000575,"Islington 022",E43000209,E00013548,E14000764,17721,1,0,2018-08-21
EC1R 0HX,Yes,51.526325,-0.107976,531350,182520,TQ313825,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",2003-04-01,,"Islington, unparished area","",10,7,"Greater London","Islington","Islington 022F","Urban major conurbation",London,27,1,E01002726,,E02000575,"Islington 022",E43000209,E00013572,E14000764,8742,1,0,2018-08-21
EC1R 0HY,Yes,51.526162,-0.107882,531357,182502,TQ313825,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",2004-01-01,,"Islington, unparished area","",11,7,"Greater London","Islington","Islington 022F","Urban major conurbation",London,27,1,E01002726,,E02000575,"Islington 022",E43000209,E00013572,E14000764,8742,1,0,2018-08-21
EC1R 0JD,Yes,51.527438,-0.105032,531551,182649,TQ315826,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1998-12-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022E","Urban major conurbation",London,27,1,E01002725,,E02000575,"Islington 022",E43000209,E00013569,E14000764,6778,1,0,2018-08-21
EC1R 0JG,Yes,51.525088,-0.109311,531261,182380,TQ312823,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",2012-02-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022F","Urban major conurbation",London,27,1,E01002726,,E02000575,"Islington 022",E43000209,E00013578,E14000764,8742,1,0,2018-08-21
EC1R 0JH,Yes,51.525191,-0.109609,531240,182391,TQ312823,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1980-01-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022F","Urban major conurbation",London,28,1,E01002726,,E02000575,"Islington 022",E43000209,E00013578,E14000764,8742,1,0,2018-08-21
EC1R 0JQ,Yes,51.52499,-0.109822,531226,182368,TQ312823,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1995-01-01,,"Islington, unparished area","",39,25,"Greater London","Islington","Islington 022F","Urban major conurbation",London,28,1,E01002726,,E02000575,"Islington 022",E43000209,E00013578,E14000764,8742,1,0,2018-08-21
EC1R 0JX,Yes,51.526091,-0.107986,531350,182494,TQ313824,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1980-01-01,,"Islington, unparished area","",4,1,"Greater London","Islington","Islington 022F","Urban major conurbation",London,27,1,E01002726,,E02000575,"Islington 022",E43000209,E00013572,E14000764,8742,1,0,2018-08-21
EC1R 0JY,Yes,51.525978,-0.108221,531334,182481,TQ313824,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1980-01-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022F","Urban major conurbation",London,27,1,E01002726,,E02000575,"Islington 022",E43000209,E00013572,E14000764,8742,1,0,2018-08-21
EC1R 0JZ,Yes,51.525216,-0.109337,531259,182394,TQ312823,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1999-12-01,,"Islington, unparished area","",1,1,"Greater London","Islington","Islington 022F","Urban major conurbation",London,26,1,E01002726,,E02000575,"Islington 022",E43000209,E00013578,E14000764,8742,1,0,2018-08-21
EC1R 0LL,Yes,51.524886,-0.105153,531550,182365,TQ315823,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1980-01-01,,"Islington, unparished area","",32,14,"Greater London","Islington","Islington 022E","Urban major conurbation",London,24,1,E01002725,,E02000575,"Islington 022",E43000209,E00013579,E14000764,6778,1,0,2018-08-21
